"","Var","Importance","coef"
"110","sex_ratio_total",0.305500744307205,"0.0276474622478079"
"111","st_b",0.270444555519916,"0.0244766500766076"
"112","asset_6",0.268828185597326,"0.0243304503440922"
"113","marg_cl_3_6_m",0.246655075550003,"-0.0223249052565181"
"114","asset_8",0.234316769193186,"-0.0212089125225225"
"115","source_lighting_1",0.233055644431993,"-0.0210948445111236"
"116","source_lighting_3",0.228073496747319,"0.0206442121102903"
"117","fuel_cooking_2",0.227178151349423,"-0.0205632286325282"
"118","waste_water_3",0.210006415434139,"-0.0190100549669253"
"119","bathing_facility_2",0.206315983703997,"0.0186762575333846"
"120","house_structure_2",0.204848695892739,"-0.018543542192341"
"121","waste_water_1",0.201397304172053,"0.0182313657905669"
"122","marg_al_3_6_m",0.193113828305116,"0.0174821301489488"
"123","f_lit",0.149506957438291,"-0.0135379136874427"
"124","house_condition_residence_3",0.147025222744806,"-0.0133134422076838"
"125","location_drinking_water_3",0.142891349538919,"0.0129395357469741"
"126","cooking_inside_1",0.137134664777346,"-0.0124188469117298"
"127","cooking_inside_2",0.12460099036335,"0.0112851832490053"
"128","margwork_0_3_m",0.120702500069361,"0.0109325670376855"
"129","marg_al_3_6_p",0.105401553682689,"0.00954860521205385"
"130","rel_age06_fe_jain_rur",0.101161761399951,"-0.00916511843158721"
"131","margwork_3_6_f",0.0977975174525972,"0.00886082449593202"
"132","main_ot_m",0.0835588691119948,"-0.00757294691934292"
"133","source_drinking_water_5",0.081125337836319,"-0.0073528354110803"
"134","p_ill",0.0810011784601272,"0.00734160526670875"
"135","rel_pop_ma_buddhist_rur",0.080964895026119,"-0.00733832345091114"
"136","p_lit",0.0693305259244445,"-0.00628600143793743"
"137","p_sc",0.0544948136304595,"0.00494411976917911"
"138","rel_pop_fe_notstated_rur",0.050085702718545,"0.00454531821580718"
"139","rel_pop_ma_other_rur",0.0498500894995047,"0.0045240071352684"
"140","NAs",0.0414998797436874,"0.00376873545167279"
"141","rel_age06_ma_christian_rur",0.0396567223414328,"0.00360202292168363"
"142","p_st",0.0335953919332546,"0.00305377906241713"
"143","f_st",0.0287231679177559,"0.00261308919441987"
"144","source_drinking_water_4",0.0260112977588256,"-0.00236780209379331"
"145","tot_f",0.0259592796008536,"0.00236309708123699"
"146","main_cl_m",0.0257631676013801,"0.00234535886335421"
"147","m_st",0.0233823371526458,"0.00213001411466468"
"148","tot_m",0.0233528653993647,"0.00212734841148237"
"149","main_cl_p",0.0170827140523689,"0.00156021681805795"
"150","rel_age06_ma_muslim_rur",0.013017485674028,"0.00119251924263224"
"151","rel_pop_ma_jain_rur",0.0115505292937857,"-0.00105983387933402"
"152","rel_pop_fe_jain_rur",0.0112362079140002,"-0.0010314036907947"
"153","rel_pop_ma_christian_rur",0.00751246178283952,"0.000694592988787489"
"154","rel_pop_fe_christian_rur",0.00557703215042443,"-0.000519534488498129"
"155","rel_pop_fe_hindu_rur",0,"-1.50951289019933e-05"
