"","District","Block","Village","mean","upper","lower"
"V57_1","UDAIPUR","GOGUNDA","SURAN",18.6580025766586,15.3410149674835,27.3167989978811
"V58_1","UDAIPUR","GOGUNDA","JUNGHARPURA",19.429745482176,15.0225737307042,27.0515310129905
"V59_1","UDAIPUR","GOGUNDA","UMROD",14.1338931170032,5.64743554718053,21.1454405673216
"V60_1","UDAIPUR","GOGUNDA","NANDESHMA",26.8706623573589,11.1096429125196,40.6815738763053
"V61_1","UDAIPUR","GOGUNDA","VER KI BHAGAL",13.3688517989588,0.432693220229163,16.5994471505006
"V62_1","UDAIPUR","GOGUNDA","OBARA KALAN",26.9724251796054,19.763630989987,42.9128396850892
"V63_1","UDAIPUR","GOGUNDA","OBRA KHURD",17.1002597152008,7.41132683758753,22.9315757376914
"V64_1","UDAIPUR","GOGUNDA","CHALWA",11.7691788508604,6.85639947060894,21.5616921293466
"V65_1","UDAIPUR","GOGUNDA","MAJAWARI",29.9230424711119,19.1403704164199,38.3919234212551
"V66_1","UDAIPUR","GOGUNDA","KHAKRI",14.7507545209845,10.1622255856297,23.2680692729898
"V67_1","UDAIPUR","GOGUNDA","DHIR JI KA GURA",21.3215722184582,19.7335684302859,37.7300744336388
"V68_1","UDAIPUR","GOGUNDA","SEMTAL",11.7726768668791,-1.57089060533468,18.3988566216517
"V69_1","UDAIPUR","GOGUNDA","SIVARDIYA",42.7249411762945,36.9168178070316,57.1988602062615
"V70_1","UDAIPUR","GOGUNDA","UNDARI",12.1300785561134,-0.232792127958239,20.911994818257
"V71_1","UDAIPUR","GOGUNDA","BEHERD",15.22967619217,0.952639469204292,41.8064411307092
"V72_1","UDAIPUR","GOGUNDA","KAL JI KA GURA",12.7633636237811,10.0354198486131,21.8480595654609
"V73_1","UDAIPUR","GOGUNDA","GOGUNDA",35.8147528135746,15.3381766171741,50.5174042279663
"V74_1","UDAIPUR","GOGUNDA","CHORBAWARI",15.8063249592803,14.830513652756,28.3209509093099
"V75_1","UDAIPUR","GOGUNDA","BASDA",14.0891054745224,8.79282307374385,19.7322464791051
"V76_1","UDAIPUR","GOGUNDA","BHADVI GURA",4.18955728957473,0.797920462606762,16.0800545927389
"V77_1","UDAIPUR","GOGUNDA","MADARDA",42.1507754620886,31.092114608397,54.1164939613282
"V78_1","UDAIPUR","GOGUNDA","CHATIYAKHARI",0.228932562260832,-8.59913070050511,9.73887970439993
"V79_1","UDAIPUR","GOGUNDA","FUTIYA",16.7901469750119,15.6626067184008,24.6507755087828
"V80_1","UDAIPUR","GOGUNDA","NAYO KA GUDHA",12.7575192391094,5.56650915018305,27.221285922454
"V81_1","UDAIPUR","GOGUNDA","NAAL",85.3583547071286,81.6363942509261,115.74988590721
"V82_1","UDAIPUR","GOGUNDA","KACHBA",16.654085581431,10.023297067287,26.1849010707157
"V83_1","UDAIPUR","GOGUNDA","RANA",27.0185738007774,10.7135883284959,35.301447872314
"V84_1","UDAIPUR","GOGUNDA","GHATA2",18.6936699443414,1.42572551973345,29.6002000705194
"V85_1","UDAIPUR","GOGUNDA","JOGIYO KA GURA",15.9710150894851,7.82541534245756,20.9729064782883
"V86_1","UDAIPUR","GOGUNDA","BAGDUNDA",45.6021222896218,35.2460630427672,60.4587002579776
"V87_1","UDAIPUR","GOGUNDA","JOLAWAS",12.2541351484513,8.09541119980457,21.5045394841381
"V88_1","UDAIPUR","GOGUNDA","MAJAM",21.5977225225322,16.9685604041742,30.4603641822442
"V89_1","UDAIPUR","GOGUNDA","MORWA",20.7281947660428,15.0082630228572,34.8097158620599
"V90_1","UDAIPUR","GOGUNDA","SENWARA",19.019743263138,-0.259293113867933,27.884976935391
"V91_1","UDAIPUR","GOGUNDA","DEORAN KA KHERA",12.0353012056051,-7.309578917205,15.4877568785872
"V92_1","UDAIPUR","GOGUNDA","MAJAWAD",13.4751796415458,-3.44220087328507,18.2264866845177
"V93_1","UDAIPUR","GOGUNDA","BADUNDIYA",29.7253901582988,19.3509909608946,53.5305397665586
"V94_1","UDAIPUR","GOGUNDA","KURDAU",8.09855802462878,-4.29916189280959,26.2177741581315
"V95_1","UDAIPUR","GOGUNDA","JIRAI",9.51294461690435,3.69769920473976,14.4599895122095
"V96_1","UDAIPUR","GOGUNDA","PATIYA2",25.9533229838884,19.8547037087091,36.8977487769888
"V97_1","UDAIPUR","GOGUNDA","BHARODI",4.80405662251418,-6.50662676961008,7.57934667493054
"V98_1","UDAIPUR","GOGUNDA","CHIPALA",23.8032335229086,12.6937537761066,30.4789127465457
"V99_1","UDAIPUR","GOGUNDA","KANKAN KA GURA",26.1509118637289,12.6416617376248,33.0190428492656
"V100_1","UDAIPUR","GOGUNDA","VANI",18.4574089813416,12.6165100410317,29.5471754426264
"V101_1","UDAIPUR","GOGUNDA","RAWLIYA KALAN",36.4928431305788,27.0139594889834,42.2806192336353
"V102_1","UDAIPUR","GOGUNDA","SAGARI KA GURA",10.4829158935308,6.57806125323695,17.3128657069465
"V103_1","UDAIPUR","GOGUNDA","RAWLIYA KHURD",32.3870758385969,26.1410618744008,45.0002231079169
"V104_1","UDAIPUR","GOGUNDA","DINGRAI",10.5057061183161,8.86500252784794,21.9251776285487
"V105_1","UDAIPUR","GOGUNDA","CHUANDAWATO KA GURA",12.4537102870512,10.5846380937332,21.7674009786574
"V106_1","UDAIPUR","GOGUNDA","AVANI",11.4502135121182,10.3769693457242,21.7409291637648
"V107_1","UDAIPUR","GOGUNDA","PANER",30.3492624616413,25.7728093856032,44.5816535130518
"V108_1","UDAIPUR","GOGUNDA","HATNIYAWAL",24.5978691419471,18.6510969801407,35.0551842000673
"V109_1","UDAIPUR","GOGUNDA","KARWARO KA GURA",9.94290068669413,4.48033040754285,17.2731275793019
"V110_1","UDAIPUR","GOGUNDA","GODO KA GURA",15.0707261693261,9.85178434675402,24.971774207517
"V111_1","UDAIPUR","GOGUNDA","ODO KA GURA",27.7001623160942,24.5137962277381,41.5579343004994
"V112_1","UDAIPUR","GOGUNDA","BAGRA",21.867138804322,15.9823161177632,33.1280986077882
"V113_1","UDAIPUR","GOGUNDA","TIROL",45.7259080350451,34.1547174648836,56.2140844383724
"V114_1","UDAIPUR","GOGUNDA","BANSLIYA2",25.834585536042,15.8430424692364,31.067070026162
"V115_1","UDAIPUR","GOGUNDA","GUMAN",43.8293109146316,31.8044404174379,49.5172798255183
"V116_1","UDAIPUR","GOGUNDA","GUNDALI",41.1719787260594,29.4491056933637,60.1166732924091
"V117_1","UDAIPUR","GOGUNDA","PALACH",30.7226538211275,19.0526784765891,39.2504368061671
"V118_1","UDAIPUR","GOGUNDA","DHUNDI",29.9515454716664,15.9777504957695,44.5215506198997
"V119_1","UDAIPUR","GOGUNDA","BARWADA",19.2460205883126,13.4157622234406,32.9028912042529
"V120_1","UDAIPUR","GOGUNDA","VASANA",25.5431973225038,23.8873805408434,39.31425054696
"V121_1","UDAIPUR","GOGUNDA","CHALI",29.6549852689751,26.5553930432555,45.775109233007
"V122_1","UDAIPUR","GOGUNDA","UNDITHAL",31.6600049899184,24.8823171682784,42.3289202343709
"V123_1","UDAIPUR","GOGUNDA","MADA",40.0026209702706,29.7683842691447,48.397238629902
"V124_1","UDAIPUR","GOGUNDA","ROYDA",39.0725499470247,25.9789109758215,48.4506909833623
"V125_1","UDAIPUR","GOGUNDA","MALRIYA KALA",12.568938951777,10.1383158247758,22.0544775015824
"V126_1","UDAIPUR","GOGUNDA","MORWAL",15.7548998722521,8.65834454721394,22.6197794436604
"V127_1","UDAIPUR","GOGUNDA","VISMA",16.3377758183686,10.4714916557816,25.9657509886935
"V128_1","UDAIPUR","GOGUNDA","SANCHALI",22.7664794665299,8.30056676992557,29.9536808681881
"V129_1","UDAIPUR","GOGUNDA","VAS1",10.6458731247663,3.89112144687272,19.5341670391835
"V130_1","UDAIPUR","GOGUNDA","NERSIHPURA",15.8590770079894,10.7711708914596,21.3609308035685
"V131_1","UDAIPUR","GOGUNDA","KHELTHERA",30.9071106896991,24.8541440606035,37.925446293714
"V132_1","UDAIPUR","GOGUNDA","MATASULA1",9.88180605497184,2.87298294308372,13.4273055870337
"V133_1","UDAIPUR","GOGUNDA","MADRA",7.85673828071881,2.62850756831058,14.718977558196
"V134_1","UDAIPUR","GOGUNDA","BILADIYA",17.2450443513763,13.5334358489227,22.7637541745954
"V135_1","UDAIPUR","GOGUNDA","KUKDA KHEDA",43.5078445213849,39.3462315929368,57.2274740881292
"V136_1","UDAIPUR","GOGUNDA","MALAVARI",23.9614264214567,16.6132003779052,38.5591121024584
"V137_1","UDAIPUR","GOGUNDA","KHEDA1",15.7211255600023,11.3115493926491,29.6887624430027
"V138_1","UDAIPUR","GOGUNDA","CHUNDAWAT KHEDA",12.3603964176074,8.63290448102793,18.1890895534497
"V139_1","UDAIPUR","GOGUNDA","SAMIJA",24.0027917687768,12.7131185463537,34.6449599290126
"V140_1","UDAIPUR","GOGUNDA","JAMBUA1",22.7794022487338,22.1906487558245,37.2731275452249
"V141_1","UDAIPUR","GOGUNDA","INDORA KHEDA",3.8006809036718,-7.24433918686028,10.8022526086135
"V142_1","UDAIPUR","GOGUNDA","GARDA1",6.3438187813408,-1.68280725931252,13.6484633659204
"V143_1","UDAIPUR","GOGUNDA","DHOYA",20.6870130338535,18.4745889432145,27.8746426735994
"V144_1","UDAIPUR","GOGUNDA","AADU JI KA VAS",19.4509427419257,13.7230696004684,31.8926956042105
"V145_1","UDAIPUR","GOGUNDA","TEPRO KI BAR",17.4521605338132,14.233925474838,25.3526096878417
"V146_1","UDAIPUR","GOGUNDA","AMARI",16.0792159767464,9.58295119290668,22.1404056829688
"V147_1","UDAIPUR","GOGUNDA","KHAMBIYA",10.0983409061463,-1.82839683650306,11.5725556072092
"V148_1","UDAIPUR","GOGUNDA","JELAI KALAN",4.51233597815498,1.57086059670149,15.0964001070227
"V149_1","UDAIPUR","GOGUNDA","VEERPURA",13.4954161266252,7.48851513633503,20.3182121094569
"V150_1","UDAIPUR","GOGUNDA","PADAVALI KALA",10.0011755231234,-4.91543042051716,21.2374790497861
"V151_1","UDAIPUR","GOGUNDA","SANDER",24.8591153024047,21.3920893184758,33.4257192784367
"V152_1","UDAIPUR","GOGUNDA","JHANK",16.4354829557584,11.2759492809017,22.0108348229576
"V153_1","UDAIPUR","GOGUNDA","DEDKIYA1",18.2726313987057,11.8273291025449,23.3162624103236
"V154_1","UDAIPUR","GOGUNDA","MADRI1",19.8424305777112,15.3346638512032,33.9840561888603
"V155_1","UDAIPUR","GOGUNDA","BAYANA",11.2315948137585,4.96541745026247,14.9639051851228
"V156_1","UDAIPUR","GOGUNDA","PADALO KA CHORA",26.6926867846127,23.3564673346312,34.5522201269017
"V157_1","UDAIPUR","GOGUNDA","PATIYA1",24.6177143403276,18.0971368118795,51.2691288126243
"V158_1","UDAIPUR","GOGUNDA","CHULI",17.8280325382174,13.6849211799453,26.9384709670067
"V159_1","UDAIPUR","GOGUNDA","NAYAVAS1",14.6060498189844,10.9089926151645,21.1033323142152
"V160_1","UDAIPUR","GOGUNDA","LAMBI SEMAN",21.9855449893743,20.9057245571715,32.0828424689802
"V161_1","UDAIPUR","GOGUNDA","AMBAVA",54.7496982279239,48.4217738414223,78.8186073307097
"V162_1","UDAIPUR","GOGUNDA","PALAYA PIPLA",20.9984960640655,19.0842252383604,30.1975875250893
"V163_1","UDAIPUR","GOGUNDA","PADAVALI KHURD",23.9989351451006,20.7945195728729,38.5534507628968
"V164_1","UDAIPUR","GOGUNDA","MEHULA1",14.7688366903631,9.4451352804307,22.0212305520251
"V165_1","UDAIPUR","GOGUNDA","MUNDAVALI1",11.9791716328353,8.2042114306868,18.25328080653
"V166_1","UDAIPUR","GOGUNDA","LORA KA VAS",25.9239150016632,25.3809174607248,38.9841964308595
"V167_1","UDAIPUR","GOGUNDA","THAPIYA KHURD",5.96806214344747,2.45420817387393,15.3966081018983
"V168_1","UDAIPUR","GOGUNDA","KUNTI KA LEVA",32.8734463695484,29.7974852612107,43.5486497386489
"V169_1","UDAIPUR","GOGUNDA","PADAMAVADI",23.9637604889013,18.895965332447,37.7462693579486
"V170_1","UDAIPUR","GOGUNDA","THAL",27.8936469867937,22.0010080600926,38.6233752086695
"V171_1","UDAIPUR","GOGUNDA","AMBA2",30.6874718067477,19.084707187353,41.2335298078484
"V172_1","UDAIPUR","GOGUNDA","KADECHA WAS",14.6197962383248,-3.11006486972303,18.8143151627
"V173_1","UDAIPUR","MAVLI","MAVLI",42.4592085444046,15.634076698728,55.40949684752
"V174_1","UDAIPUR","MAVLI","BADIYAR",17.0568246030007,4.58360057331245,27.3935550007399
"V175_1","UDAIPUR","MAVLI","MORADI",16.2779139317707,5.57506291634136,18.8895164764667
"V176_1","UDAIPUR","MAVLI","BOR KA KUVA",3.8424159114359,-6.32589460744517,9.23137093938168
"V177_1","UDAIPUR","MAVLI","MARATDI",4.82858526923476,-12.8449134849359,17.6194501035547
"V178_1","UDAIPUR","MAVLI","NAI KA DANA",6.54332888086935,1.53816235740347,10.7706834767445
"V179_1","UDAIPUR","MAVLI","LOPADA",21.6379533454411,15.5949158497557,30.5145645204495
"V180_1","UDAIPUR","MAVLI","SAVANIYA",32.1306312694625,21.2697523439625,38.3438012564518
"V181_1","UDAIPUR","MAVLI","SALERA KHURD",14.2518756464828,7.58693093044698,25.1341461356129
"V182_1","UDAIPUR","MAVLI","BID GHAS",17.8393923828211,9.28739966515042,22.1968263294913
"V183_1","UDAIPUR","MAVLI","SALERA KALA",32.1621700081044,17.0840012733907,44.6433101126447
"V184_1","UDAIPUR","MAVLI","NAMRI",23.555013271814,9.87827815602113,32.2950389222785
"V185_1","UDAIPUR","MAVLI","SUAAVATO KA GUDA",6.545829196314,2.85375342905503,16.0210267199759
"V186_1","UDAIPUR","MAVLI","BHOPAT KHEDI",0.701445652151775,-4.19466900927556,5.89529343818027
"V187_1","UDAIPUR","MAVLI","SAKRODA1",25.7065753243537,16.5484142251056,38.4438049591533
"V188_1","UDAIPUR","MAVLI","BHAVLI",23.7124978759048,18.6775474330133,31.6991260529117
"V189_1","UDAIPUR","MAVLI","JEVANA",14.2272100784975,2.92862564887365,21.6620337362127
"V190_1","UDAIPUR","MAVLI","FALICHADA",12.7854184370411,-13.5637538075917,19.1634533817712
"V191_1","UDAIPUR","MAVLI","KUNCHOLI",15.7411432272777,10.0987846142176,22.8185109153544
"V192_1","UDAIPUR","MAVLI","CHAMARIYA KHEDA",3.67203319157862,-0.563495785079339,9.54382785429698
"V193_1","UDAIPUR","MAVLI","FALICHADA KHEDI",12.8279063366748,10.1940166053748,17.9232074137172
"V194_1","UDAIPUR","MAVLI","DEV JI KA KHEDA",12.1226952094631,-0.103217406034551,20.0677976892389
"V195_1","UDAIPUR","MAVLI","SUPARIYA KHEDA",7.70533739155031,1.63835327610761,18.6226608765925
"V196_1","UDAIPUR","MAVLI","INTALI",29.5872953778167,13.290511689473,42.0228675726505
"V197_1","UDAIPUR","MAVLI","CHAILA KHEDA",14.1068882939788,7.5330843030811,19.0330034912276
"V198_1","UDAIPUR","MAVLI","CNAGEDI",11.8155606892964,-3.74370627148868,20.0335029379785
"V199_1","UDAIPUR","MAVLI","DUDHALIYA",7.43865491306548,4.36709914751509,14.5505029737818
"V200_1","UDAIPUR","MAVLI","BIKA KHEDA",1.36281148008629,-23.4618498103387,8.09061983760137
"V201_1","UDAIPUR","MAVLI","VASNI KALA",23.8739068628593,11.4002484249276,34.9274547719575
"V202_1","UDAIPUR","MAVLI","SHOB JI KA KHEDA",0,-9.28409991244988,11.0308265946166
"V203_1","UDAIPUR","MAVLI","LADANA",12.9390496087271,2.13880968984064,16.6637537976819
"V204_1","UDAIPUR","MAVLI","PEPLIYA",6.83574658276541,4.6681204214446,13.5210316077615
"V205_1","UDAIPUR","MAVLI","SHIV SINGH KA KHEDA",1.73464452731366,-6.73113039208415,5.62778201950611
"V206_1","UDAIPUR","MAVLI","KHARTANA",25.1784669422869,15.3162042031266,37.3959244209108
"V207_1","UDAIPUR","MAVLI","DHANERYA",28.3322951526544,24.9043684776878,39.6849323686854
"V208_1","UDAIPUR","MAVLI","PLANA KHURD",38.1381630837448,29.8457662443521,53.1672029972658
"V209_1","UDAIPUR","MAVLI","MANDAP",16.5633743523606,15.3358242547578,23.3385769008779
"V210_1","UDAIPUR","MAVLI","NURDA",24.9435086829143,15.3397118492521,32.5170956061971
"V211_1","UDAIPUR","MAVLI","RATHANA",31.5161178510284,20.8597925710162,33.122788681656
"V212_1","UDAIPUR","MAVLI","DOLI MANGRI",16.6771808167527,4.39913344144982,24.3156552711152
"V213_1","UDAIPUR","MAVLI","GANESH PURA",9.4142068156214,3.45128884710484,13.146080969994
"V214_1","UDAIPUR","MAVLI","GASHA KHEDI",19.3038683886857,13.9198448358475,44.3404890400798
"V215_1","UDAIPUR","MAVLI","PLANA KALA",46.9354221285688,32.4913901486686,57.9296150298454
"V216_1","UDAIPUR","MAVLI","PARKASH PURA",9.85693578982256,5.29356081104927,14.4108471002612
"V217_1","UDAIPUR","MAVLI","MAHUDA",11.4343490991842,4.94898841571418,20.147735535735
"V218_1","UDAIPUR","MAVLI","CHOTI KHEDI",4.63952194548147,-1.95456988725462,8.69531597760803
"V219_1","UDAIPUR","MAVLI","MOTI KHEDI",20.2114236641948,12.4807383755401,23.4241726228592
"V220_1","UDAIPUR","MAVLI","DINGARKIYA",12.9973147528826,6.37495146909238,15.6699072165975
"V221_1","UDAIPUR","MAVLI","SINDHU",26.4537321227534,9.48069354270295,28.6767708621139
"V222_1","UDAIPUR","MAVLI","MANDU THAL",14.4164965888236,8.75531607875088,20.1401940655164
"V223_1","UDAIPUR","MAVLI","BHANSHOL",26.079479601183,22.3711219107419,38.1644672336975
"V224_1","UDAIPUR","MAVLI","KHEDA BHANSHOL",18.9419561710887,14.0480242302053,26.9267069984119
"V225_1","UDAIPUR","MAVLI","GHASA",55.4477012571158,40.6746242640488,71.9074178365558
"V226_1","UDAIPUR","MAVLI","MANGTHALA",32.8871932775405,25.7314942392599,54.0216047019071
"V227_1","UDAIPUR","MAVLI","KHARVDO KA GUDA",20.7845247605278,11.1307373139198,23.3739502524929
"V228_1","UDAIPUR","MAVLI","MANKAVAS",7.56969170906741,-5.92080875621634,13.1154205131293
"V229_1","UDAIPUR","MAVLI","RAKHYAVAL",15.1560081635127,-2.5980047226868,17.8573911248441
"V230_1","UDAIPUR","MAVLI","BITHOLI",11.7500693397923,4.28823398299544,15.9448301460197
"V231_1","UDAIPUR","MAVLI","KHAM KI MADRI",20.7319370657649,3.86609720686819,25.297158383331
"V232_1","UDAIPUR","MAVLI","VIRDHOLIYA",29.7601076408795,24.1513290278361,55.6281586647293
"V233_1","UDAIPUR","MAVLI","PALVASH KHURD",10.6778334791841,5.66240287883663,15.9021890071014
"V234_1","UDAIPUR","MAVLI","PALVAS KALA",7.04580118068537,-1.04886912146537,11.5801574565455
"V235_1","UDAIPUR","MAVLI","NAGO KA KHEDA",13.9677024323119,9.02831189332266,26.7637209723981
"V236_1","UDAIPUR","MAVLI","THMALA",13.519455862601,-3.64080185048852,15.8667072498572
"V237_1","UDAIPUR","MAVLI","JAVAD1",22.063092502631,8.22946268836266,27.1626600910474
"V238_1","UDAIPUR","MAVLI","MATCHORNGIYA",3.14743193207526,-1.24294122313521,9.08367676028393
"V239_1","UDAIPUR","MAVLI","VARNI1",11.5915141113298,7.61002578815414,20.3576643651639
"V240_1","UDAIPUR","MAVLI","BHARODI",2.75214299612814,-1.19786671907292,7.37562346687809
"V241_1","UDAIPUR","MAVLI","DABOK",28.8424520734261,-5.04308386162172,39.5816585210221
"V242_1","UDAIPUR","MAVLI","ORDI A",11.3251067335709,-2.32006694040224,14.9553003367635
"V243_1","UDAIPUR","MAVLI","ORDI B",4.18431476119031,-2.25628183067275,18.9051912686722
"V244_1","UDAIPUR","MAVLI","MEDTA",3.60355909104368,-14.2329465943035,16.6947961820864
"V245_1","UDAIPUR","MAVLI","DANA RETADA",25.397397447737,16.8953854452539,37.1730730873484
"V246_1","UDAIPUR","MAVLI","GADVA",14.5155247692975,7.8256136577613,28.4945239664618
"V247_1","UDAIPUR","MAVLI","KHEMALI",18.3564364416835,13.82673149571,30.1427389560003
"V248_1","UDAIPUR","MAVLI","JUNAVAS",23.3779897223289,14.0759638694344,30.6626520958938
"V249_1","UDAIPUR","MAVLI","JANJELA",20.4172542824332,12.185593300719,24.5882786398077
"V250_1","UDAIPUR","MAVLI","GUDALI1",15.4275946564791,4.04941001793369,19.1110890303313
"V251_1","UDAIPUR","MAVLI","MOTI KHEDA",6.78652391810509,-4.30001469912232,12.0004464487905
"V252_1","UDAIPUR","MAVLI","ODVADIYA",11.5152587698007,4.91542705879256,20.9660303677322
"V253_1","UDAIPUR","MAVLI","TULSI DAS JI KI SARAY",20.0631911029119,14.0494229834956,31.2576426435046
"V254_1","UDAIPUR","MAVLI","SANGVA",32.129209727619,11.1771175757461,42.484111296642
"V255_1","UDAIPUR","MAVLI","GANDOLI",17.7766602020024,3.9768431845414,21.4851075062031
"V256_1","UDAIPUR","MAVLI","DEVALI",11.4631491508122,3.13443541939024,13.9981425865797
"V257_1","UDAIPUR","MAVLI","KHEMPUR",16.8390656484982,8.62258778222288,27.3433468417477
"V258_1","UDAIPUR","MAVLI","GARDA KI BHAGAL",5.15943263749339,-0.342765877856083,8.00488614658346
"V259_1","UDAIPUR","MAVLI","GORVADAN PURA",14.8408561476988,10.9271595914304,21.6263974440503
"V260_1","UDAIPUR","MAVLI","DHARTA1",10.6741402406776,-4.15211986574408,11.8891351066461
"V261_1","UDAIPUR","MAVLI","AAMLI",17.9809975572884,7.67108445466245,21.2002319812168
"V262_1","UDAIPUR","MAVLI","AAKODRA RAMPURA",12.519214158051,5.12743345383141,32.5112456872614
"V263_1","UDAIPUR","MAVLI","BHAGVAN PURA",11.9093790204193,4.63013080481007,15.4391616027231
"V264_1","UDAIPUR","MAVLI","VADI",12.3832221232833,5.74942994579813,19.9550510452045
"V265_1","UDAIPUR","MAVLI","BHABRIYA KHEDA",8.7685681762651,5.76289461262215,15.1405331234075
"V266_1","UDAIPUR","MAVLI","GADOLI",18.0686468024153,13.1898477742972,34.6995480842843
"V267_1","UDAIPUR","MAVLI","TILORA",15.7714067324329,0.74398059389564,26.2745160931002
"V268_1","UDAIPUR","MAVLI","DHANI1",1.19703341409711,-5.69646156491983,6.26084489539843
"V269_1","UDAIPUR","MAVLI","JAVAN JI KA KHEDA",1.78087912878948,-18.2326580314671,13.6053196911412
"V270_1","UDAIPUR","MAVLI","PAVTA",6.26884960939029,0.8349047119202,11.7536952953971
"V271_1","UDAIPUR","MAVLI","VAJMIYA",15.4244578340926,5.54004805157583,18.6890772032739
"V272_1","UDAIPUR","MAVLI","BADGAOV",40.5520073307181,31.4357966619004,53.3357467081197
"V273_1","UDAIPUR","MAVLI","JODHANA",4.99327921063687,0.359451771157374,11.8925524789653
"V274_1","UDAIPUR","MAVLI","CHUNDAWAT KHEDI",7.59340990385489,-5.14108380276566,8.42700911476503
"V275_1","UDAIPUR","MAVLI","DHONDHIYA",20.7808216105714,6.61614138931193,28.8922697519805
"V276_1","UDAIPUR","MAVLI","ROHIDA",19.0917863483969,7.73632343920998,26.2835127846607
"V277_1","UDAIPUR","MAVLI","BHILA KHEDA",11.5637707927277,6.95155262936802,15.8499946578857
"V278_1","UDAIPUR","MAVLI","UDHA KHEDA",14.976484887971,-11.8350379378138,66.4200795703669
"V279_1","UDAIPUR","MAVLI","MORATH",10.8785639705586,6.84940549606814,20.0078079276763
"V280_1","UDAIPUR","MAVLI","BUMALAVAS",16.1750661572605,12.8494865209773,23.7260738155249
"V281_1","UDAIPUR","MAVLI","GIRDHARI PURA",9.52629480219356,1.26072144380303,12.6895306124247
"V282_1","UDAIPUR","MAVLI","MAN KHAND",22.8086811174838,14.7512679079965,24.6414558202734
"V283_1","UDAIPUR","MAVLI","LADANI",27.552844443725,17.2472612252313,36.5239521859696
"V284_1","UDAIPUR","MAVLI","VISANPURA",7.67811258788475,3.48076888884362,14.7012976158202
"V285_1","UDAIPUR","MAVLI","BHIMAL STATION",15.2315344126211,4.07056900128162,18.6868795155953
"V286_1","UDAIPUR","MAVLI","GADAWADA (BHIMAL)",8.56088985973626,-3.5761999952018,9.57333073666876
"V287_1","UDAIPUR","MAVLI","VANGRODA",6.78192929682303,-5.08016936634078,10.7016269479102
"V288_1","UDAIPUR","MAVLI","BANSALIYA",26.6063625683274,21.7373717637374,43.0294518848429
"V289_1","UDAIPUR","MAVLI","REDIYA KHEDI",22.4885818133656,15.804603632725,29.4900448844239
"V290_1","UDAIPUR","MAVLI","VANGRODI",3.15150775593071,-3.03776071078921,5.79132867646608
"V291_1","UDAIPUR","MAVLI","BOYNA",12.9934104186993,5.60421335798918,22.8938349851833
"V292_1","UDAIPUR","MAVLI","SAKHRIYA KHEDI",14.8593063102044,1.34898724408568,18.1948664325301
"V293_1","UDAIPUR","MAVLI","SUKHVADA",12.976475581652,9.31708770967405,26.1218476274812
"V294_1","UDAIPUR","MAVLI","BHIMAL CHARNAN",7.52207280756233,-3.26158778996288,10.4251468457935
"V295_1","UDAIPUR","MAVLI","NAHAR MANGRA",20.1453413417659,14.3580263148364,40.6156980067517
"V296_1","UDAIPUR","MAVLI","VIJAN VAS",24.1295132829542,6.74743619165466,32.9944604426316
"V297_1","UDAIPUR","MAVLI","VICKRNI",27.2667249602444,20.1224812353054,39.5034965049389
"V298_1","UDAIPUR","MAVLI","NAUVA",12.1021791029717,6.94493301751971,21.8716773605087
"V299_1","UDAIPUR","MAVLI","RAY JI KA GUDA",18.444505247896,-6.52505270076884,30.4225635837639
"V300_1","UDAIPUR","MAVLI","MARU VAS",5.7194108027816,4.78918000095074,15.1884409845739
"V301_1","UDAIPUR","MAVLI","CHANDESHRA",32.8611312060058,0.479892790228567,43.1477601198403
"V302_1","UDAIPUR","MAVLI","NP_FATEH_SAN WARD NO. 20",13.1666142981633,-2.82782248882023,26.7803214346195
"V303_1","UDAIPUR","MAVLI","NP_FATEH_SAN WARD NO. 17",8.24016784821017,0.671599020196475,22.858398850259
"V304_1","UDAIPUR","MAVLI","NP_FATEH_SAN WARD NO. 16",0,-21.4188564077977,3.2455467937225
"V305_1","UDAIPUR","MAVLI","NP_FATEH_SAN WARD NO. 11",51.6766226809879,20.5686563101979,97.9546887451507
"V306_1","UDAIPUR","MAVLI","NP_FATEH_SAN WARD NO. 10",18.5555906991756,12.3460125625249,35.1123207321134
"V307_1","UDAIPUR","MAVLI","NP_FATEH_SAN WARD NO. 9",5.69807258203366,-9.86780113062748,13.7347209984009
"V308_1","UDAIPUR","MAVLI","NP_FATEH_SAN WARD NO. 8",0,-21.3085286583313,2.39863028553327
"V309_1","UDAIPUR","MAVLI","NP_FATEH_SAN WARD NO. 5",2.01238704280217,-5.97655926649052,17.6358200896173
"V310_1","UDAIPUR","MAVLI","AASNA",17.4632955682584,2.49894724567163,24.8798928019093
"V311_1","UDAIPUR","MAVLI","RAHMI",13.7576473169686,10.4879662689847,19.8891080113308
"V312_1","UDAIPUR","MAVLI","CHIPIKHEDA",16.8991253239893,8.81056695311509,20.6391057091089
"V313_1","UDAIPUR","MAVLI","HOLI",6.78849722026736,0.601166376646654,11.7360501814858
"V314_1","UDAIPUR","MAVLI","GANDOLI KHEDA",7.13892562263369,-4.43196832638876,7.31894682909197
"V315_1","UDAIPUR","MAVLI","DANGIKHEDA FETAHPURA",12.4338560650222,5.85455063419786,32.5673603640089
"V316_1","UDAIPUR","MAVLI","SWARUPPURA",14.7714659114812,8.82494646224525,28.0283064672582
"V317_1","UDAIPUR","MAVLI","RODI",13.3541123130116,5.75677970416588,16.091569189473
