"","V1"
"1",2362.525210188
"2",165.049873699161
"3",768.640443209285
"4",4243.25275734454
"5",431.549646980104
"6",106.663790801538
"7",634.884585799615
"8",231.47125795953
"9",421.360945536324
"10",356.294353367336
"11",1810.33368384762
"12",1271.51762862654
"13",1593.74170570797
"14",970.707117404379
"15",1097.713785748
